Equipment ID,Type,Site ID,Check-In Date,Check-Out Date,Engine Hours/Day,Idle Hours/Day,Rental Days,Last Operator ID,booking_id
EQX1008,Crane,S004,2025-10-23,2025-11-22,5.0,7.1,30,OP104,BKG1289
EQX1002,Excavator,S003,2025-10-14,2025-11-13,7.5,3.1,30,,BKG1290
EQX1016,Grader,S003,2026-07-14,2026-08-03,6.8,4.0,20,OP104,BKG1291
EQX1002,Excavator,S001,2025-05-05,2025-05-26,6.8,2.7,21,OP101,BKG1292
EQX1005,Crane,S003,2025-02-20,2025-03-22,2.3,5.6,30,OP102,BKG1293
EQX1010,Bulldozer,S002,2026-01-09,2026-01-22,4.7,3.0,13,OP107,BKG1294
EQX1001,Excavator,S004,2026-04-14,2026-04-29,4.1,3.3,15,OP108,BKG1295
EQX1013,Grader,S003,2025-06-07,2025-07-02,6.6,6.1,25,OP108,BKG1296
EQX1004,Excavator,S005,2026-06-18,2026-07-02,7.3,2.4,14,OP102,BKG1297
EQX1010,Bulldozer,S005,2025-08-09,2025-08-26,6.7,3.0,17,OP108,BKG1298
EQX1004,Excavator,S003,2025-07-08,2025-07-16,6.6,5.0,8,OP105,BKG1299
EQX1015,Grader,S002,2026-04-12,2026-04-29,5.5,4.4,17,OP103,BKG1300
EQX1015,Grader,S002,2025-09-23,2025-10-02,4.2,3.1,9,OP107,BKG1301
EQX1008,Crane,S003,2025-05-09,2025-06-06,3.8,4.1,28,OP103,BKG1302
EQX1009,Bulldozer,S001,2026-05-01,2026-05-20,7.8,1.4,19,OP105,BKG1303
EQX1009,Bulldozer,S005,2026-05-02,2026-05-12,6.7,3.7,10,OP101,BKG1304
EQX1003,Excavator,S002,2025-04-15,2025-05-11,5.8,1.8,26,OP106,BKG1305
EQX1011,Bulldozer,S002,2025-09-26,2025-10-25,8.7,0.9,29,OP104,BKG1306
EQX1002,Excavator,S004,2025-07-02,2025-07-17,4.1,3.3,15,OP101,BKG1307
EQX1008,Crane,S004,2026-04-17,2026-04-29,4.2,5.2,12,OP106,BKG1308
EQX1006,Crane,S002,2025-02-07,2025-02-27,3.5,5.6,20,OP104,BKG1309
EQX1008,Crane,S005,2025-05-25,2025-06-13,0.0,6.0,19,OP101,BKG1310
EQX1013,Grader,S005,2026-07-21,2026-08-02,6.1,4.1,12,OP108,BKG1311
EQX1004,Excavator,S003,2025-12-23,2026-01-10,7.7,2.7,18,OP104,BKG1312
EQX1007,Crane,S004,2025-03-20,2025-03-31,4.4,5.9,11,OP107,BKG1313
EQX1010,Bulldozer,S002,2026-03-27,2026-04-26,4.9,2.1,30,OP102,BKG1314
EQX1008,Crane,S002,2026-03-26,2026-04-24,0.0,4.8,29,OP107,BKG1315
EQX1006,Crane,S002,2026-07-17,2026-07-26,0.0,5.6,9,OP106,BKG1316
EQX1009,Bulldozer,S001,2025-07-19,2025-08-04,7.1,6.5,16,OP104,BKG1317
EQX1003,Excavator,S003,2026-05-10,2026-05-24,7.6,0.6,14,OP107,BKG1318
EQX1012,Bulldozer,S005,2025-04-18,2025-05-11,6.7,3.0,23,OP104,BKG1319
EQX1010,Bulldozer,S002,2025-02-19,2025-03-08,6.5,3.3,17,OP102,BKG1320
EQX1004,Excavator,S001,2025-06-15,2025-07-08,4.9,8.3,23,OP105,BKG1321
EQX1003,Excavator,S002,2025-01-03,2025-01-18,6.7,2.4,15,OP104,BKG1322
EQX1008,Crane,S003,2025-10-11,2025-10-21,3.2,5.2,10,OP101,BKG1323
EQX1002,Excavator,S005,2026-04-03,2026-04-17,7.7,4.0,14,OP101,BKG1324
EQX1014,Grader,S003,2026-04-08,2026-04-21,8.2,1.6,13,OP108,BKG1325
EQX1009,Bulldozer,S001,2025-10-13,2025-11-08,8.3,2.4,26,OP103,BKG1326
EQX1014,Grader,S002,2026-05-13,2026-05-20,7.6,4.2,7,OP104,BKG1327
EQX1014,Grader,S005,2025-02-04,2025-03-06,5.5,4.6,30,OP103,BKG1328
EQX1004,Excavator,S003,2026-07-12,2026-08-11,6.7,4.7,30,OP108,BKG1329
EQX1008,Crane,S002,2025-09-24,2025-10-10,3.2,5.5,16,OP107,BKG1330
EQX1001,Excavator,S001,2025-07-06,2025-07-22,7.4,7.0,16,OP104,BKG1331
EQX1007,Crane,S002,2026-02-05,2026-02-24,3.8,7.9,19,OP103,BKG1332
EQX1008,Crane,S003,2026-05-10,2026-05-23,0.0,2.5,13,OP102,BKG1333
EQX1011,Bulldozer,S002,2025-04-14,2025-05-07,7.1,3.1,23,OP106,BKG1334
EQX1009,Bulldozer,S004,2025-12-26,2026-01-11,5.3,6.2,16,OP106,BKG1335
EQX1014,Grader,S003,2025-10-05,2025-10-30,6.7,3.5,25,OP102,BKG1336
EQX1014,Grader,S001,2025-06-26,2025-07-25,3.1,8.5,29,OP101,BKG1337
EQX1009,Bulldozer,S002,2025-06-01,2025-06-29,7.1,0.3,28,OP104,BKG1338
EQX1013,Grader,S001,2025-03-09,2025-03-21,5.7,4.5,12,OP102,BKG1339
EQX1013,Grader,S003,2025-10-26,2025-11-24,6.1,3.7,29,OP103,BKG1340
EQX1008,Crane,S002,2026-06-23,2026-07-02,3.9,6.9,9,OP107,BKG1341
EQX1009,Bulldozer,S004,2026-07-03,2026-07-10,6.1,3.3,7,OP101,BKG1342
EQX1003,Excavator,S003,2026-05-21,2026-06-09,5.5,2.0,19,OP107,BKG1343
EQX1014,Grader,S002,2025-02-12,2025-03-02,6.1,3.2,18,OP103,BKG1344
EQX1004,Excavator,S005,2025-06-24,2025-07-23,7.2,3.3,29,OP104,BKG1345
EQX1009,Bulldozer,S003,2025-06-12,2025-06-20,9.6,3.5,8,OP102,BKG1346
EQX1005,Crane,S002,2026-05-12,2026-06-04,2.5,6.3,23,OP108,BKG1347
EQX1007,Crane,S001,2025-10-04,2025-10-16,4.5,5.9,12,OP107,BKG1348
EQX1015,Grader,S004,2025-11-04,2025-11-17,4.4,4.4,13,OP101,BKG1349
EQX1006,Crane,S002,2025-10-02,2025-10-02,2.0,4.9,0,OP106,BKG1350
EQX1014,Grader,S003,2025-07-06,2025-07-21,4.6,5.1,15,OP106,BKG1351
EQX1009,Bulldozer,S002,2026-07-03,2026-07-17,7.8,3.1,14,OP107,BKG1352
EQX1014,Grader,S005,2025-04-03,2025-04-25,4.8,3.7,22,OP108,BKG1353
EQX1005,Crane,S001,2025-08-13,2025-09-02,0.0,15.5,20,OP108,BKG1354
EQX1006,Crane,S002,2026-01-02,2026-01-23,0.8,5.0,21,OP106,BKG1355
EQX1013,Grader,S002,2025-04-24,2025-05-23,6.2,4.2,29,OP103,BKG1356
EQX1013,Grader,S002,2025-08-02,2025-08-24,3.3,3.3,22,OP104,BKG1357
EQX1007,Crane,S002,2025-08-17,2025-09-09,2.8,6.1,23,OP105,BKG1358
EQX1013,Grader,S005,2025-10-27,2025-11-24,6.2,2.0,28,OP107,BKG1359
EQX1010,Bulldozer,S002,2026-07-19,2026-07-26,6.0,2.5,7,OP101,BKG1360
EQX1012,Bulldozer,S004,2025-10-21,2025-11-17,7.1,1.7,27,OP107,BKG1361
EQX1004,Excavator,S005,2026-05-21,2026-05-29,6.7,4.2,8,OP101,BKG1362
EQX1009,Bulldozer,S002,2026-01-24,2026-01-31,5.5,4.1,7,OP102,BKG1363
EQX1016,Grader,S005,2025-03-06,2025-03-30,4.4,4.6,24,OP107,BKG1364
EQX1014,Grader,S003,2026-03-27,2026-04-08,6.1,1.5,12,OP103,BKG1365
EQX1013,Grader,S001,2025-02-20,2025-03-21,4.3,3.4,29,OP106,BKG1366
EQX1016,Grader,S002,2025-09-13,2025-09-22,5.9,3.7,9,OP103,BKG1367
EQX1005,Crane,S005,2026-06-17,2026-07-13,3.2,6.4,26,OP101,BKG1368
EQX1014,Grader,S004,2025-05-08,2025-06-03,5.0,3.9,26,OP104,BKG1369
EQX1001,Excavator,S001,2025-08-02,2025-08-16,2.8,6.2,14,OP103,BKG1370
EQX1001,Excavator,S003,2025-11-06,2025-12-02,6.5,4.1,26,OP105,BKG1371
EQX1014,Grader,S004,2025-08-04,2025-08-16,8.2,4.5,12,OP107,BKG1372
EQX1007,Crane,S001,2025-05-02,2025-05-21,0.0,7.2,19,OP106,BKG1373
EQX1004,Excavator,S001,2026-05-24,2026-06-07,5.9,2.1,14,OP101,BKG1374
EQX1014,Grader,S002,2025-10-07,2025-10-20,7.8,3.5,13,OP107,BKG1375
EQX1009,Bulldozer,S004,2025-04-27,2025-05-26,8.6,2.6,29,OP101,BKG1376
EQX1008,Crane,S002,2026-02-18,2026-03-16,5.7,5.7,26,OP104,BKG1377
EQX1013,Grader,S002,2025-07-09,2025-08-05,6.1,1.3,27,OP103,BKG1378
EQX1009,Bulldozer,S004,2025-04-17,2025-05-17,5.1,2.8,30,OP107,BKG1379
EQX1010,Bulldozer,S004,2025-02-01,2025-02-12,8.0,5.5,11,OP108,BKG1380
EQX1004,Excavator,S004,2025-11-02,2025-11-29,6.3,3.8,27,OP103,BKG1381
EQX1010,Bulldozer,S001,2025-06-27,2025-07-16,7.9,6.9,19,OP101,BKG1382
EQX1014,Grader,S005,2026-04-22,2026-05-08,2.9,4.7,16,OP107,BKG1383
EQX1004,Excavator,S005,2025-07-09,2025-07-28,5.3,2.6,19,OP106,BKG1384
EQX1004,Excavator,S001,2025-09-15,2025-10-01,6.0,6.6,16,OP102,BKG1385
EQX1006,Crane,S002,2025-04-26,2025-05-21,4.9,5.6,25,OP107,BKG1386
EQX1005,Crane,S003,2026-02-02,2026-02-15,2.7,6.8,13,OP107,BKG1387
EQX1008,Crane,S005,2026-03-09,2026-03-17,3.8,9.5,8,OP105,BKG1388
EQX1012,Bulldozer,S002,2025-05-27,2025-06-19,5.9,1.3,23,OP105,BKG1389
EQX1001,Excavator,S003,2025-08-02,2025-08-27,6.0,5.8,25,OP105,BKG1390
EQX1013,Grader,,2026-04-18,2026-05-17,4.5,0.5,29,OP105,BKG1391
EQX1007,Crane,S005,2025-10-08,2025-10-28,0.0,5.8,20,OP106,BKG1392
EQX1016,Grader,S003,2026-05-20,2026-06-19,4.7,2.7,30,OP105,BKG1393
EQX1001,Excavator,S003,2026-03-24,2026-04-06,6.0,1.9,13,OP103,BKG1394
EQX1009,Bulldozer,S005,2025-08-06,2025-08-22,9.2,0.7,16,OP105,BKG1395
EQX1015,Grader,S002,2026-05-10,2026-06-06,4.4,2.5,27,OP107,BKG1396
EQX1007,Crane,S005,2025-02-11,2025-03-12,0.0,8.0,29,OP108,BKG1397
EQX1016,Grader,S001,2025-09-23,2025-10-15,6.4,9.6,22,OP106,BKG1398
EQX1015,Grader,S005,2025-02-08,2025-03-02,5.0,5.3,22,OP108,BKG1399
EQX1015,Grader,S001,2025-08-13,2025-08-26,4.0,7.4,13,OP101,BKG1400
EQX1001,Excavator,S003,2025-06-04,2025-07-04,6.0,6.1,30,OP102,BKG1401
EQX1012,Bulldozer,S005,2025-12-10,2025-12-27,7.4,2.3,17,OP102,BKG1402
EQX1011,Bulldozer,S003,2025-12-23,2026-01-13,7.9,2.2,21,OP106,BKG1403
EQX1011,Bulldozer,S004,2025-11-26,2025-12-06,6.9,2.4,10,OP104,BKG1404
EQX1006,Crane,S002,2025-08-14,2025-09-09,3.3,6.0,26,OP102,BKG1405
EQX1007,Crane,S002,2025-07-05,2025-07-25,5.7,5.9,20,OP105,BKG1406
EQX1006,Crane,S001,2026-02-08,2026-02-20,4.2,6.5,12,OP103,BKG1407
EQX1009,Bulldozer,S003,2026-04-19,2026-05-12,6.6,0.9,23,OP105,BKG1408
EQX1014,Grader,S005,2026-01-03,2026-01-19,4.8,5.6,16,OP101,BKG1409
EQX1007,Crane,S003,2025-10-23,2025-11-05,5.1,5.8,13,OP106,BKG1410
EQX1006,Crane,S001,2025-05-03,2025-05-24,4.3,5.5,21,OP104,BKG1411
EQX1002,Excavator,S005,2026-04-11,2026-05-06,7.8,3.0,25,OP106,BKG1412
EQX1015,Grader,S005,2025-08-03,2025-08-23,6.0,2.8,20,OP108,BKG1413
EQX1007,Crane,S001,2026-04-13,2026-04-22,5.4,4.3,9,OP102,BKG1414
EQX1015,Grader,S004,2026-06-10,2026-06-29,6.0,3.1,19,OP104,BKG1415
EQX1002,Excavator,S005,2025-05-14,2025-06-03,6.9,3.6,20,OP107,BKG1416
EQX1009,Bulldozer,S005,2025-06-26,2025-07-24,7.2,3.2,28,OP105,BKG1417
EQX1013,Grader,S002,2025-07-10,2025-08-09,7.3,3.7,30,OP101,BKG1418
EQX1008,Crane,S002,2025-10-18,2025-10-30,0.0,7.4,12,OP104,BKG1419
EQX1003,Excavator,S003,2026-04-20,2026-05-03,7.7,1.9,13,OP107,BKG1420
EQX1002,Excavator,S003,2026-05-20,2026-05-31,9.1,2.3,11,OP107,BKG1421
EQX1010,Bulldozer,,2026-04-22,2026-05-20,7.3,0.6,28,OP108,BKG1422
EQX1011,Bulldozer,S004,2025-06-03,2025-06-26,7.2,3.7,23,OP104,BKG1423
EQX1006,Crane,S005,2026-05-14,2026-06-04,1.4,5.5,21,OP101,BKG1424
EQX1003,Excavator,S003,2025-08-13,2025-08-27,6.5,5.7,14,OP105,BKG1425
EQX1016,Grader,S002,2026-04-23,2026-05-15,7.3,3.7,22,OP107,BKG1426
EQX1006,Crane,S004,2025-06-16,2025-07-01,2.0,6.0,15,OP102,BKG1427
EQX1010,Bulldozer,S005,2025-08-26,2025-09-07,8.4,1.9,12,OP108,BKG1428
EQX1011,Bulldozer,S004,2026-06-11,2026-07-04,6.9,1.5,23,OP105,BKG1429
EQX1014,Grader,S005,2025-09-20,2025-10-04,4.9,3.1,14,OP102,BKG1430
EQX1011,Bulldozer,S002,2025-06-27,2025-07-23,8.5,1.7,26,OP102,BKG1431
EQX1016,Grader,S001,2026-07-14,2026-07-31,5.3,9.2,17,OP105,BKG1432
EQX1016,Grader,S001,2025-08-10,2025-08-23,5.0,8.9,13,OP106,BKG1433
EQX1001,Excavator,S001,2026-06-11,2026-07-04,7.3,8.9,23,OP103,BKG1434
EQX1004,Excavator,S001,2025-09-08,2025-09-16,8.4,8.0,8,OP105,BKG1435
EQX1008,Crane,S001,2026-05-03,2026-05-15,0.0,5.3,12,OP107,BKG1436
EQX1002,Excavator,S001,2025-09-06,2025-10-05,4.2,6.2,29,OP102,BKG1437
EQX1005,Crane,S004,2026-06-03,2026-07-01,4.1,6.5,28,OP107,BKG1438
EQX1004,Excavator,S001,2026-06-18,2026-07-09,7.5,8.7,21,OP103,BKG1439
EQX1013,Grader,S004,2026-02-13,2026-03-11,5.9,6.2,26,OP108,BKG1440
EQX1010,Bulldozer,S004,2025-02-24,2025-03-17,6.8,4.6,21,OP103,BKG1441
EQX1007,Crane,S001,2025-04-08,2025-05-03,0.0,7.3,25,OP101,BKG1442
EQX1007,Crane,S003,2026-02-19,2026-03-11,0.0,7.8,20,OP108,BKG1443
EQX1016,Grader,S004,2026-07-20,2026-07-28,5.5,3.1,8,OP105,BKG1444
EQX1004,Excavator,S005,2026-04-19,2026-04-26,5.5,4.5,7,OP104,BKG1445
EQX1002,Excavator,S002,2025-06-04,2025-06-24,7.8,2.5,20,OP106,BKG1446
EQX1013,Grader,S004,2026-06-02,2026-06-19,5.0,1.9,17,OP101,BKG1447
EQX1013,Grader,S002,2025-11-08,2025-11-17,5.9,4.3,9,OP108,BKG1448
EQX1007,Crane,S005,2026-07-02,2026-07-31,4.1,5.5,29,OP106,BKG1449
EQX1011,Bulldozer,S002,2025-06-20,2025-07-10,8.2,3.1,20,OP104,BKG1450
EQX1007,Crane,S002,2026-01-18,2026-02-06,3.7,5.5,19,OP103,BKG1451
EQX1003,Excavator,S002,2025-06-12,2025-06-27,7.8,3.4,15,OP105,BKG1452
EQX1015,Grader,S002,2025-08-21,2025-09-03,5.0,5.0,13,OP104,BKG1453
EQX1010,Bulldozer,S003,2026-07-21,2026-08-19,7.8,4.6,29,OP104,BKG1454
EQX1015,Grader,S001,2025-07-15,2025-07-31,6.7,9.6,16,OP104,BKG1455
EQX1003,Excavator,S001,2026-07-16,2026-08-10,4.2,7.8,25,OP105,BKG1456
EQX1005,Crane,S002,2025-04-07,2025-04-16,0.0,5.5,9,OP103,BKG1457
EQX1015,Grader,S003,2025-03-05,2025-03-19,6.5,0.6,14,OP103,BKG1458
EQX1015,Grader,S001,2026-07-01,2026-07-24,5.4,10.6,23,OP102,BKG1459
EQX1014,Grader,S005,2025-12-17,2026-01-10,6.7,3.4,24,OP101,BKG1460
EQX1012,Bulldozer,S002,2025-08-17,2025-09-03,7.3,3.7,17,OP108,BKG1461
EQX1011,Bulldozer,S005,2026-01-11,2026-02-01,7.9,3.3,21,OP101,BKG1462
EQX1004,Excavator,S003,2025-04-20,2025-04-30,7.7,1.6,10,OP106,BKG1463
EQX1013,Grader,S001,2026-06-07,2026-06-07,7.4,8.7,0,OP106,BKG1464
EQX1010,Bulldozer,S001,2026-02-05,2026-02-16,7.8,1.7,11,OP105,BKG1465
EQX1010,Bulldozer,S003,2026-03-10,2026-03-30,8.8,1.6,20,OP102,BKG1466
EQX1005,Crane,S002,2025-09-19,2025-10-13,0.7,6.1,24,OP101,BKG1467
EQX1006,Crane,S001,2026-05-07,2026-05-29,3.4,6.9,22,OP103,BKG1468
EQX1001,Excavator,S001,2026-06-26,2026-07-05,6.7,7.1,9,OP107,BKG1469
EQX1014,Grader,S001,2025-07-14,2025-08-02,4.7,8.1,19,OP101,BKG1470
EQX1016,Grader,S002,2025-11-03,2025-12-02,6.5,2.9,29,OP105,BKG1471
EQX1015,Grader,S003,2025-05-16,2025-05-27,5.5,3.2,11,OP106,BKG1472
EQX1003,Excavator,S003,2026-05-14,2026-06-06,8.8,1.8,23,OP106,BKG1473
EQX1016,Grader,S001,2025-06-17,2025-07-11,7.7,7.7,24,OP105,BKG1474
EQX1004,Excavator,,2025-10-02,2025-10-13,5.7,2.3,11,OP105,BKG1475
EQX1010,Bulldozer,S003,2025-10-09,2025-10-17,6.6,1.8,8,OP104,BKG1476
EQX1002,Excavator,S004,2025-03-27,2025-04-18,3.2,1.2,22,OP105,BKG1477
EQX1012,Bulldozer,S003,2026-04-03,2026-04-22,8.5,1.5,19,OP101,BKG1478
EQX1006,Crane,S004,2026-06-08,2026-06-25,3.5,6.7,17,OP106,BKG1479
EQX1013,Grader,S002,2025-07-03,2025-07-19,2.5,1.4,16,OP104,BKG1480
EQX1008,Crane,S001,2025-07-16,2025-08-01,5.3,13.7,16,OP103,BKG1481
EQX1012,Bulldozer,S002,2025-03-22,2025-04-07,8.7,1.8,16,OP102,BKG1482
EQX1016,Grader,S001,2025-01-17,2025-02-06,5.5,2.9,20,,BKG1483
EQX1009,Bulldozer,S004,2025-09-21,2025-10-03,6.1,2.4,12,OP108,BKG1484
EQX1001,Excavator,S005,2025-06-25,2025-07-13,6.3,3.6,18,OP101,BKG1485
EQX1014,Grader,S003,2025-09-17,2025-09-28,7.4,5.8,11,OP102,BKG1486
EQX1010,Bulldozer,S002,2025-09-17,2025-09-27,9.9,2.0,10,OP108,BKG1487
EQX1012,Bulldozer,S004,2025-05-12,2025-05-20,6.6,3.7,8,OP104,BKG1488
EQX1016,Grader,S005,2026-03-23,2026-03-30,4.9,2.9,7,OP108,BKG1489
EQX1003,Excavator,S002,2025-06-17,2025-06-29,6.1,2.6,12,OP101,BKG1490
EQX1013,Grader,S002,2025-07-21,2025-08-08,6.8,3.9,18,OP104,BKG1491
EQX1008,Crane,S004,2026-06-24,2026-07-10,0.0,6.4,16,OP108,BKG1492
EQX1002,Excavator,S001,2025-06-11,2025-07-10,4.9,6.7,29,OP108,BKG1493
EQX1002,Excavator,S003,2026-01-21,2026-02-10,6.9,4.1,20,OP103,BKG1494
EQX1013,Grader,S002,2025-07-26,2025-08-11,5.4,4.8,16,OP106,BKG1495
EQX1006,Crane,S003,2025-04-18,2025-05-14,2.6,4.1,26,OP103,BKG1496
EQX1006,Crane,S001,2025-09-09,2025-10-02,1.9,14.9,23,OP102,BKG1497
EQX1007,Crane,S005,2025-08-26,2025-09-14,2.6,6.6,19,OP101,BKG1498
EQX1016,Grader,S004,2025-02-23,2025-03-02,5.8,6.7,7,OP104,BKG1499
EQX1001,Excavator,S004,2025-03-27,2025-04-12,4.6,3.8,16,OP106,BKG1500
EQX1011,Bulldozer,S001,2025-05-24,2025-06-03,5.5,3.5,10,OP105,BKG1501
EQX1014,Grader,S001,2025-07-06,2025-08-02,4.9,9.5,27,OP101,BKG1502
EQX1007,Crane,S001,2026-07-27,2026-08-04,0.0,14.3,8,OP106,BKG1503
EQX1015,Grader,S003,2025-03-06,2025-03-20,4.7,4.1,14,OP108,BKG1504
EQX1008,Crane,S001,2026-02-27,2026-03-09,4.3,5.9,10,OP107,BKG1505
EQX1007,Crane,S003,2025-06-26,2025-07-22,3.3,10.8,26,OP102,BKG1506
EQX1011,Bulldozer,S002,2025-04-24,2025-05-07,6.8,1.7,13,OP102,BKG1507
EQX1015,Grader,S002,2026-01-19,2026-02-01,6.2,3.7,13,OP105,BKG1508
EQX1014,Grader,S005,2026-04-26,2026-05-22,5.9,5.2,26,OP108,BKG1509
EQX1011,Bulldozer,S001,2025-01-12,2025-01-24,5.7,3.8,12,OP101,BKG1510
EQX1016,Grader,S003,2026-04-19,2026-05-12,9.1,1.9,23,OP102,BKG1511
EQX1014,Grader,S002,2025-07-08,2025-07-27,5.4,5.3,19,OP107,BKG1512
EQX1010,Bulldozer,S003,2026-05-04,2026-05-22,6.8,0.9,18,OP102,BKG1513
EQX1010,Bulldozer,,2025-04-12,2025-04-27,6.2,1.4,15,OP101,BKG1514
EQX1014,Grader,S002,2025-06-26,2025-07-20,5.9,2.6,24,OP103,BKG1515
EQX1008,Crane,S001,2025-07-25,2025-08-22,3.8,16.0,28,OP105,BKG1516
EQX1010,Bulldozer,S003,2026-07-13,2026-07-29,7.8,4.4,16,OP103,BKG1517
EQX1006,Crane,S002,2025-03-22,2025-04-04,3.8,4.6,13,OP105,BKG1518
EQX1013,Grader,S002,2025-09-02,2025-09-10,4.5,3.6,8,OP102,BKG1519
EQX1006,Crane,S005,2025-04-26,2025-05-10,2.8,8.8,14,OP105,BKG1520
EQX1001,Excavator,S003,2025-09-23,2025-10-03,7.0,4.5,10,OP103,BKG1521
EQX1002,Excavator,S001,2025-06-01,2025-06-11,6.5,7.4,10,,BKG1522
EQX1009,Bulldozer,S002,2025-03-12,2025-03-30,5.4,3.7,18,OP103,BKG1523
EQX1005,Crane,S005,2025-09-14,2025-09-29,0.0,3.0,15,OP107,BKG1524
EQX1004,Excavator,S002,2025-07-26,2025-08-22,4.9,3.6,27,OP108,BKG1525
EQX1009,Bulldozer,S003,2025-01-02,2025-01-16,8.0,2.0,14,OP101,BKG1526
EQX1014,Grader,S002,2025-12-15,2026-01-02,4.1,4.6,18,OP101,BKG1527
EQX1016,Grader,S001,2025-07-03,2025-08-02,5.9,7.9,30,OP104,BKG1528
EQX1005,Crane,S002,2026-05-17,2026-05-26,2.9,4.6,9,OP107,BKG1529
EQX1010,Bulldozer,S002,2025-01-08,2025-01-25,5.9,2.2,17,OP103,BKG1530
EQX1008,Crane,S003,2025-07-24,2025-08-04,0.0,10.0,11,OP103,BKG1531
EQX1003,Excavator,S004,2026-02-14,2026-02-24,6.1,5.2,10,OP105,BKG1532
EQX1013,Grader,S001,2025-04-01,2025-04-08,3.0,2.7,7,OP103,BKG1533
EQX1010,Bulldozer,S003,2025-09-16,2025-09-27,8.6,3.3,11,OP106,BKG1534
EQX1006,Crane,S002,2025-11-16,2025-12-09,0.0,5.8,23,OP103,BKG1535
EQX1014,Grader,S001,2026-06-12,2026-07-09,6.0,8.7,27,OP107,BKG1536
EQX1005,Crane,S005,2025-01-12,2025-01-31,4.1,10.6,19,OP104,BKG1537
EQX1009,Bulldozer,S002,2025-10-25,2025-11-14,6.5,2.0,20,OP106,BKG1538
EQX1011,Bulldozer,S001,2025-06-12,2025-06-28,8.0,6.1,16,OP106,BKG1539
EQX1014,Grader,S001,2026-07-20,2026-08-13,5.1,8.9,24,OP101,BKG1540
EQX1014,Grader,S003,2026-05-02,2026-05-02,5.6,1.4,0,OP108,BKG1541
EQX1004,Excavator,S003,2025-06-14,2025-07-08,6.0,4.9,24,OP101,BKG1542
EQX1004,Excavator,S002,2025-02-14,2025-03-07,4.5,2.7,21,OP102,BKG1543
EQX1014,Grader,,2026-05-02,2026-05-20,5.2,4.5,18,OP103,BKG1544
EQX1002,Excavator,S001,2025-10-05,2025-11-01,7.0,3.8,27,OP108,BKG1545
EQX1011,Bulldozer,S005,2025-10-16,2025-11-02,8.5,1.2,17,OP102,BKG1546
EQX1015,Grader,S001,2025-07-09,2025-07-30,5.8,7.8,21,OP105,BKG1547
EQX1003,Excavator,S005,2025-07-02,2025-07-12,6.9,3.1,10,OP103,BKG1548
EQX1011,Bulldozer,S004,2026-05-09,2026-06-04,7.0,1.9,26,OP105,BKG1549
EQX1011,Bulldozer,S005,2026-04-27,2026-05-08,7.3,3.6,11,OP108,BKG1550
EQX1005,Crane,S001,2026-04-13,2026-04-29,3.0,5.5,16,OP103,BKG1551
EQX1011,Bulldozer,S005,2025-07-09,2025-08-04,5.7,3.1,26,OP104,BKG1552
EQX1007,Crane,S002,2025-10-12,2025-11-07,2.4,6.4,26,OP107,BKG1553
EQX1006,Crane,S004,2026-03-12,2026-04-09,0.0,7.7,28,OP105,BKG1554
EQX1012,Bulldozer,S001,2025-11-14,2025-12-13,4.6,2.6,29,OP107,BKG1555
EQX1012,Bulldozer,S004,2026-03-23,2026-04-07,8.1,2.6,15,OP104,BKG1556
EQX1002,Excavator,S003,2025-01-16,2025-02-15,5.3,5.8,30,OP106,BKG1557
EQX1013,Grader,S002,2026-02-22,2026-03-13,6.5,1.9,19,OP108,BKG1558
EQX1003,Excavator,S004,2026-06-27,2026-07-25,7.1,2.3,28,OP105,BKG1559
EQX1002,Excavator,S005,2025-10-21,2025-11-17,6.6,2.2,27,OP101,BKG1560
EQX1010,Bulldozer,S001,2025-04-12,2025-04-28,8.2,2.0,16,OP107,BKG1561
EQX1014,Grader,S001,2025-09-01,2025-09-23,6.4,10.2,22,OP106,BKG1562
EQX1002,Excavator,S002,2025-04-16,2025-05-01,7.4,3.1,15,OP108,BKG1563
EQX1005,Crane,S003,2025-07-07,2025-07-24,5.5,11.0,17,OP104,BKG1564
EQX1002,Excavator,S002,2025-10-24,2025-11-03,7.8,3.6,10,OP105,BKG1565
EQX1016,Grader,S003,2026-07-14,2026-07-31,6.9,5.6,17,OP105,BKG1566
EQX1011,Bulldozer,S005,2025-05-25,2025-06-08,8.0,4.1,14,OP107,BKG1567
EQX1004,Excavator,S004,2025-07-23,2025-08-22,5.0,2.0,30,OP102,BKG1568
EQX1013,Grader,S004,2025-08-09,2025-08-26,6.7,4.6,17,OP103,BKG1569
EQX1009,Bulldozer,S002,2026-05-21,2026-06-11,7.8,1.3,21,OP106,BKG1570
EQX1006,Crane,S004,2025-09-11,2025-09-27,3.7,5.0,16,OP103,BKG1571
EQX1010,Bulldozer,S005,2025-02-03,2025-02-23,6.8,4.1,20,OP107,BKG1572
EQX1005,Crane,S001,2025-06-12,2025-06-19,0.0,14.3,7,OP105,BKG1573
EQX1014,Grader,S002,2025-06-04,2025-06-17,6.0,2.2,13,OP102,BKG1574
EQX1014,Grader,S003,2026-06-17,2026-07-07,7.1,6.0,20,OP106,BKG1575
EQX1009,Bulldozer,S003,2026-07-09,2026-07-21,8.0,3.2,12,OP103,BKG1576
EQX1011,Bulldozer,S005,2025-11-19,2025-11-30,6.7,1.1,11,OP106,BKG1577
EQX1008,Crane,S003,2026-07-03,2026-07-28,2.1,8.4,25,OP104,BKG1578
